Short JJ O
hairpin NN O
RNA NNP O
is VBZ O
more RBR O
effective JJ O
than IN O
long JJ O
hairpin NN O
RNA NN O
in IN O
eliciting VBG O
pointed JJ O
loss-of-function NN O
phenotypes NNS O
in IN O
Drosophila NNP O
. . O

Pointed NNP O
( -LRB- O
Pnt NNP O
) -RRB- O
is VBZ O
a DT O
transcriptional JJ O
activator NN O
that WDT O
functions VBZ O
downstream RB O
of IN O
the DT O
highly RB O
conserved VBN O
Receptor NNP O
Tyrosine NNP O
Kinase NNP O
( -LRB- O
RTK NNP O
) -RRB- O
signaling NN O
pathway NN O
. . O

Pnt NNP O
is VBZ O
an DT O
ETS NNP O
family NN O
transcription NN O
factor NN O
and CC O
encodes NNS O
for IN O
two CD O
proteins NNS O
, , O
PntP1 NNP O
and CC O
PntP2 NNP O
. . O

However RB O
, , O
while IN O
PntP1 NNP O
is VBZ O
constitutively RB O
active JJ O
, , O
PntP2 NNP O
is VBZ O
only RB O
active JJ O
after IN O
being VBG O
phosphorylated VBN O
by IN O
MAPK NN O
in IN O
the DT O
RTK NNP O
pathway NN O
. . O

As IN O
mutations NNS B-Var
in IN O
pnt NN B-Gene
perturb NN B-Reg
the DT O
development NN B-CPA
of IN I-CPA
several JJ I-CPA
tissues NNS I-CPA
