Alanine-scanning NN O
mutagenesis NN O
of IN O
human JJ O
signal NN O
transducer NN O
and CC O
activator NN O
of IN O
transcription NN O
1 CD O
to TO O
estimate VB O
loss- VBD O
or CC O
gain-of-function VB O
variants NNS O
. . O

BACKGROUND NNP O
: : O
Germline JJ B-Var
heterozygous JJ I-Var
mutations NNS I-Var
in IN O
human JJ O
signal NN B-Gene
transducer NN I-Gene
and CC O
activator NN B-Gene
of IN I-Gene
transcription NN I-Gene
1 CD I-Gene
( -LRB- O
STAT1 NNP O
) -RRB- O
can MD O
cause VB O
loss NN B-NegReg
of IN I-NegReg
function NN I-NegReg
( -LRB- O
LOF NNP O
) -RRB- O
, , O
as IN O
in IN O
patients NNS O
with IN O
Mendelian JJ O
susceptibility NN O
to IN O
mycobacterial JJ B-Disease
diseases NNS I-Disease
, , O
or CC O
gain NN B-PosReg
of IN I-PosReg
function NN I-PosReg
( -LRB- O
GOF NN O
) -RRB- O
, , O
as IN O
in IN O
patients NNS O
with IN O
chronic JJ B-Disease
mucocutaneous JJ I-Disease
candidiasis NN I-Disease
. . O

LOF NNP O
and CC O
GOF NN O
mutations NNS B-Var
are VBP O
equally RB O
rare JJ O
and CC O
can MD O
affect VB B-Reg
the DT O
same JJ O
domains NNS B-MPA
of IN O
STAT1 NNP B-Gene
, , O
especially RB O
the DT O
coiled-coil VBN B-MPA
domain NN I-MPA
( -LRB- O
CCD NNP O
) -RRB- O
and CC O
DNA-binding NN B-MPA
domain NN I-MPA
