Complexity NN O
of IN O
mechanisms NNS O
among IN O
human JJ O
proprotein NN O
convertase NN O
subtilisin-kexin NN O
type NN O
9 CD O
variants NNS O
. . O

PURPOSE NN O
OF IN O
REVIEW NNS O
: : O
There EX O
are VBP O
many JJ O
reports NNS O
of IN O
human JJ O
variants NNS B-Var
in IN O
proprotein NN O
convertase NN O
subtilisin-kexin NN O
type NN O
9 CD O
( -LRB- O
PCSK9 NNS B-Gene
) -RRB- O
that WDT O
are VBP O
either CC O
gain-of-function JJ B-PosReg
( -LRB- O
GOF NN O
) -RRB- O
or CC O
loss-of-function NN B-NegReg
( -LRB- O
LOF NNP O
) -RRB- O
, , O
with IN O
downstream JJ O
effects NNS B-Reg
on IN O
LDL NNP B-Disease
cholesterol NN I-Disease
and CC O
cardiovascular JJ B-Disease
disease NN I-Disease
( -LRB- O
CVD NN O
) -RRB- O
risk NN O
. . O

However RB O
, , O
data NNS O
on IN O
particular JJ O
mechanisms NNS O
have VBP O
only RB O
been VBN O
minimally RB O
curated VBN O
. . O

RECENT JJ O
FINDINGS NNS O
: : O
GOF NN B-PosReg
variants NNS B-Var
are VBP O
individually RB O
ultrarare JJ O
, , O
affect VB B-Reg
all DT O
domains NNS B-Protein
of IN I-Protein
the DT I-Protein
protein NN I-Protein
, , O
act VBP O
to TO O
reduce VB B-NegReg
LDL NNP B-Protein
receptor NN I-Protein
expression NN B-MPA
through IN O
several JJ O
mechanisms NNS O
, , O
are VBP O
a DT O
minor JJ O
cause NN B-Reg
of IN O
familial JJ B-Disease
hypercholesterolemia NN I-Disease
, , O
have VBP O
been VBN O
reported VBN O
mainly RB O
within IN O
families NNS O
, , O
have VBP O
variable JJ O
LDL NNP O
cholesterol-raising NN O
effects NNS O
, , O
and CC O
are VBP O
associated VBN O
with IN O
increased VBN O
CVD NN O
risk NN O
mainly RB O
through IN O
observational JJ O
studies NNS O
in IN O
families NNS O
and CC O
small JJ O
cohorts NNS O
. . O

In IN O
contrast NN O
, , O
LOF NNP B-NegReg
variants NNS B-Var
can MD O
be VB O
either CC O
ultrarare JJ O
mutations NNS O
or CC O
relatively RB O
more RBR O
common JJ O
polymorphisms NNS O
seen VBN O
in IN O
populations NNS O
, , O
affect VB B-Reg
all DT O
domains NNS B-Protein
of IN I-Protein
the DT I-Protein
protein NN I-Protein
, , O
act VBP O
to TO O
increase VB B-PosReg
LDL NNP B-Protein
receptor NN I-Protein
expression NN B-MPA
through IN O
several JJ O
mechanisms NNS O
, , O
have VBP O
variable JJ O
LDL NNP B-MPA
cholesterol-lowering NN I-MPA
effects NNS O
, , O
and CC O
have VBP O
been VBN O
associated VBN O
with IN O
decreased VBN O
CVD NN O
risk NN O
mainly RB O
through IN O
Mendelian JJ O
randomization NN O
studies NNS O
in IN O
epidemiologic JJ O
populations NNS O
. . O

SUMMARY NNP O
: : O
There EX O
is VBZ O
considerable JJ O
complexity NN O
underlying VBG O
the DT O
clinical JJ O
concept NN O
of IN O
both CC O
LOF NNP O
and CC O
GOF NN O
variants NNS O
of IN O
PCSK9 NNS O
. . O

But CC O
despite IN O
the DT O
underlying JJ O
mechanistic JJ O
heterogeneity NN O
, , O
altered VBN O
PCSK9 NNS O
secretion NN O
or CC O
function NN O
is VBZ O
ultimately RB O
correlated VBN O
with IN O
plasma NN O
LDL NNP O
cholesterol NN O
level NN O
, , O
which WDT O
is VBZ O
also RB O
the DT O
driver NN O
of IN O
CVD NNP O
outcomes NNS O
. . O

