Exposure NN O
to IN O
phenols NNS O
, , O
parabens NNS O
and CC O
UV NN O
filters NNS O
: : O
Associations NNS O
with IN O
loss-of-function NN O
mutations NNS O
in IN O
the DT O
filaggrin NN O
gene NN O
in IN O
men NNS O
from IN O
the DT O
general JJ O
population NN O
. . O

BACKGROUND NNP O
: : O
Filaggrin NNP O
is VBZ O
an DT O
epidermal JJ O
protein NN O
that WDT O
is VBZ O
important JJ O
for IN O
normal JJ O
skin NN O
barrier NN O
functions NNS O
. . O

Up IN O
to TO O
10 CD O
% NN O
of IN O
Europeans NNPS O
and CC O
Asians NNPS O
carry VBP O
filaggrin NN O
gene NN O
( -LRB- O
FLG NNP B-Gene
) -RRB- O
loss-of NN B-NegReg
function NN I-NegReg
mutations NNS B-Var
that WDT O
appear VBP O
to TO O
facilitate VB B-PosReg
trans-epidermal NNS B-CPA
penetration NN I-CPA
of IN I-CPA
certain JJ I-CPA
chemicals NNS I-CPA
