Isolation NN O
and CC O
characterization NN O
of IN O
a DT O
novel JJ O
human JJ O
RGS NN O
mutant JJ O
displaying VBG O
gain-of-function NN O
activity NN O
. . O

Regulator NNP O
of IN O
G NNP O
protein NN O
signaling NN O
( -LRB- O
RGS NN O
) -RRB- O
proteins NNS O
play VBP O
a DT O
crucial JJ O
role NN O
in IN O
the DT O
adaptation NN O
of IN O
cells NNS O
to IN O
stimulation NN B-PosReg
by IN O
G NNP B-Protein
protein-coupled NN I-Protein
receptors NNS I-Protein
via IN O
heterotrimeric JJ B-Protein
G NNP I-Protein
proteins NNS I-Protein
. . O

Alterations NNS B-Var
in IN O
RGS NN B-Protein
function NN O
have VBP O
been VBN O
implicated VBN B-Reg
in IN O
a DT O
wide JJ O
range NN O
of IN O
disease NN B-Disease
states NNS O
, , O
leading VBG O
to IN O
many JJ O
researchers NNS O
focusing VBG O
on IN O
controlling VBG O
the DT O
action NN O
of IN O
these DT O
regulatory JJ O
proteins NNS O
. . O

Previous JJ O
studies NNS O
have VBP O
centered VBN O
on IN O
reducing VBG B-NegReg
or CC O
inhibiting VBG B-NegReg
the DT O
action NN O
of IN O
RGS NNP B-Protein
proteins NNS I-Protein
, , O
utilizing VBG O
inactive NN O
mutants NNS O
or CC O
small JJ O
molecular JJ O
RGS NN O
inhibitors NNS O
. . O

Here RB O
we PRP O
describe VBP O
the DT O
isolation NN O
and CC O
characterization NN O
of IN O
a DT O
novel JJ O
human NN O
RGS4 NNP B-Var
mutant JJ I-Var
which WDT O
displays NNS O
enhanced VBN B-PosReg
or CC O
gain-of-function JJ B-PosReg
( -LRB- O
GOF NN O
) -RRB- O
activity NN O
. . O

RGS4(S30C NN O
) -RRB- O
demonstrates VBZ O
GOF NN O
activity NN O
both CC O
in IN O
an DT O
in IN O
vivo NN O
yeast-based NN B-Pathway
signalling NN I-Pathway
pathway NN I-Pathway
and CC O
in IN O
vitro FW O
against IN O
the DT O
Galpha(o1 NNP B-Protein
) -RRB- I-Protein
subunit NN I-Protein
contained VBN I-Protein
in IN I-Protein
an DT I-Protein
alpha(2A)-adrenoreceptor-Galpha(o1)(C351I NN I-Protein
) -RRB- I-Protein
fusion NN O
protein NN O
. . O

Mutational JJ O
analysis NN O
of IN O
serine NN O
30 CD O
identified VBD O
a DT O
number NN O
of IN O
alternative JJ O
substitutions NNS O
that WDT O
result VBP O
in IN O
GOF NN O
activity NN O
. . O

GOF NN O
activity NN O
was VBD O
retained VBN O
upon IN O
transposition NN O
of IN O
the DT O
serine JJ O
30-cysteine CD O
mutation NN O
to IN O
the DT O
equivalent JJ O
serine NN O
residue NN O
in IN O
human NN O
RGS16 NNP O
. . O

As IN O
with IN O
previously RB O
identified VBN O
GOF NN O
mutants NNS O
, , O
RGS4(S30C NN B-Var
/ SYM O
S30F NNP O
/ SYM O
S30 NNP O
K NNP O
) -RRB- O
demonstrate VB O
increased VBD O
steady JJ O
state NN O
protein NN O
levels NNS O
, , O
however RB O
these DT O
mutants NNS O
also RB O
demonstrate VBP O
enhanced VBN O
GAP NNP O
activity NN O
through IN O
an DT O
additional JJ O
mechanism NN O
distinct JJ O
from IN O
the DT O
increased VBN O
protein NN O
content NN O
. . O

The DT O
identification NN O
of IN O
human JJ O
RGS NN O
mutants NNS O
with IN O
GOF NN O
activity NN O
may MD O
provide VB O
novel JJ O
therapeutic JJ O
agents NNS O
for IN O
the DT O
treatment NN O
of IN O
signaling-based NN O
diseases NNS O
and CC O
the DT O
ability NN O
to TO O
transpose VB O
these DT O
mutations NNS O
to IN O
other JJ O
human JJ O
RGS NN O
proteins NNS O
extends VBZ O
their PRP$ O
application NN O
to IN O
multiple JJ O
pathways NNS O
. . O

