Single JJ O
copy NN O
/ SYM O
knock-in VB O
models NNS O
of IN O
ALS NNP O
SOD1 NNP O
in IN O
C. NNP O
elegans NNS O
suggest VBP O
loss NN O
and CC O
gain NN O
of IN O
function NN O
have VBP O
different JJ O
contributions NNS O
to IN O
cholinergic NN O
and CC O
glutamatergic JJ O
neurodegeneration NN O
. . O

Mutations NNPS B-Var
in IN O
Cu NNP O
/ SYM O
Zn NNP O
superoxide JJ O
dismutase NN O
1 CD O
( -LRB- O
SOD1 NNP B-Gene
) -RRB- O
lead VBP B-Reg
to IN I-Reg
Amyotrophic NNP B-Disease
Lateral NNP I-Disease
Sclerosis NNP I-Disease
