A DT O
comprehensive JJ O
functional JJ O
assessment NN O
of IN O
carboxylesterase NN O
1 CD O
nonsynonymous JJ O
polymorphisms NNS O
. . O

Carboxylesterase NNP O
1 CD O
( -LRB- O
CES1 NNP O
) -RRB- O
is VBZ O
the DT O
predominant JJ O
human JJ O
hepatic JJ O
hydrolase NN O
responsible JJ O
for IN O
the DT O
metabolism NN O
of IN O
many JJ O
clinically RB O
important JJ O
medications NNS O
. . O

CES1 NNP O
expression NN O
and CC O
activity NN O
vary VBP O
markedly RB O
among IN O
individuals NNS O
; : O
and CC O
genetic JJ O
variation NN O
is VBZ O
a DT O
major JJ O
contributing JJ O
factor NN O
to IN O
CES1 NNP O
interindividual JJ O
variability NN O
. . O

In IN O
the DT O
present JJ O
study NN O
, , O
we PRP O
comprehensively RB O
examined VBD O
the DT O
functions NNS O
of IN O
CES1 NNP O
nonsynonymous JJ O
single JJ O
nucleotide NN O
polymorphisms NNS O
( -LRB- O
nsSNPs NNP O
) -RRB- O
and CC O
haplotypes NNS O
using VBG O
transfected VBN O
cell NN O
lines NNS O
and CC O
individual JJ O
human JJ O
liver NN O
tissues NNS O
. . O

The DT O
20 CD O
candidate NN O
variants NNS O
include VBP O
CES1 NNP O
nsSNPs NNP O
with IN O
a DT O
minor JJ O
allele NN O
frequency NN O
( -LRB- O
MAF NNP O
) -RRB- O
> XX O
0.5 CD O
% NN O
in IN O
a DT O
given VBN O
population NN O
or CC O
located VBN O
in IN O
close JJ O
proximity NN O
to IN O
the DT O
CES1 NNP O
active JJ O
site NN O
. . O

Five CD O
nsSNPs NN O
including VBG O
L40Ter NNP O
( -LRB- O
rs151291296 NNP B-Var
) -RRB- O
, , O
G142E NNP O
( -LRB- O
rs121912777 NNP B-Var
) -RRB- O
, , O
G147C NN O
( -LRB- O
rs146456965 NNP B-Var
) -RRB- O
, , O
Y170D NNP O
( -LRB- O
rs148947808 NNP B-Var
) -RRB- O
, , O
and CC O
R171C NNP O
( -LRB- O
rs201065375 NN B-Var
) -RRB- O
were VBD O
found VBN O
to TO O
be VB O
loss-of-function NN B-NegReg
variants NNS O
for IN O
metabolizing VBG B-MPA
the DT O
CES1 NNP B-Enzyme
substrates NNS O
clopidogrel NN O
, , O
enalapril NN O
, , O
and CC O
sacubitril NN O
. . O

Additionally RB O
, , O
the DT O
A158V NNP O
( -LRB- O
rs202121317 NNP B-Var
) -RRB- O
, , O
R199H NNP O
( -LRB- O
rs2307243 NN B-Var
) -RRB- O
, , O
E220 NNP O
G NNP O
( -LRB- O
rs200707504 NNP B-Var
) -RRB- O
, , O
and CC O
T290 NNP O
M NN O
( -LRB- O
rs202001817 NNP B-Var
) -RRB- O
decreased VBD B-NegReg
CES1 NNP B-Enzyme
activity NN B-MPA
to IN O
a DT O
lesser JJR O
extent NN O
in IN O
a DT O
substrate-dependent NN O
manner NN O
. . O

Several JJ O
nsSNPs NNP O
including VBG O
the DT O
L40Ter NNP O
( -LRB- O
rs151291296 NNP B-Var
) -RRB- O
, , O
G147C NN O
( -LRB- O
rs146456965 NNP B-Var
) -RRB- O
, , O
Y170D NNP O
( -LRB- O
rs148947808 NNP B-Var
) -RRB- O
, , O
and CC O
R171C NNP O
( -LRB- O
rs201065375 NN B-Var
) -RRB- O
significantly RB O
reduced VBD B-NegReg
CES1 NNP B-Protein
protein NN I-Protein
and/or CC O
mRNA NNS B-MPA
expressions NNS I-MPA
