Loss-of-Function NN B-NegReg
Mutations NNPS B-Var
in IN O
UNC45A NNP B-Gene
Cause NNP O
a DT O
Syndrome NNP B-Disease
Associating NNP O
Cholestasis NNP B-Disease
, , O
Diarrhea NNP B-Disease
, , O
Impaired NNP B-Disease
Hearing NNP I-Disease
, , O
and CC O
Bone NNP B-Disease
Fragility NNP I-Disease
. . O

Despite IN O
the DT O
rapid JJ O
discovery NN O
of IN O
genes NNS O
for IN O
rare JJ O
genetic JJ O
disorders NNS O
, , O
we PRP O
continue VBP O
to TO O
encounter VB O
individuals NNS O
presenting VBG O
with IN O
syndromic JJ O
manifestations NNS O
. . O

Here RB O
, , O
we PRP O
have VBP O
studied VBN O
four CD O
affected JJ O
people NNS O
in IN O
three CD O
families NNS O
presenting VBG O
with IN O
cholestasis NN B-Disease
, , O
congenital JJ B-Disease
diarrhea NN I-Disease
, , O
impaired JJ B-Disease
hearing NN I-Disease
, , O
and CC O
bone NN B-Disease
fragility NN I-Disease
. . O

Whole-exome JJ O
sequencing NN O
of IN O
all DT O
affected VBN O
individuals NNS O
and CC O
their PRP$ O
parents NNS O
identified VBD O
biallelic JJ B-Var
mutations NNS I-Var
in IN O
Unc-45 NNP O
Myosin NNP O
Chaperone NNP O
A NNP O
( -LRB- O
UNC45A NNP B-Gene
) -RRB- O
as IN O
a DT O
likely JJ O
driver NN O
for IN O
this DT O
disorder NN O
. . O

Subsequent JJ O
in IN O
b'\xc2\xa0'  O
vitro FW O
and CC O
in IN O
b'\xc2\xa0'  O
vivo NN O
functional JJ O
studies NNS O
of IN O
the DT O
candidate NN O
gene NN O
indicated VBD O
a DT O
loss-of-function NN B-NegReg
paradigm NN O
, , O
wherein WRB O
mutations NNS O
attenuated VBD B-NegReg
or CC O
abolished VBN B-NegReg
protein NN B-Protein
activity NN B-MPA
with IN O
concomitant JJ O
defects NNS B-NegReg
in IN O
gut NN B-CPA
development NN I-CPA
