Identification NN O
and CC O
functional JJ O
characterization NN O
of IN O
natural JJ O
human JJ O
melanocortin NN O
1 CD O
receptor NN O
mutant JJ O
alleles NNS O
in IN O
Pakistani JJ O
population NN O
. . O

Melanocortin NNP O
1 CD O
receptor NN O
( -LRB- O
MC1R NN O
) -RRB- O
, , O
a DT O
Gs NNP O
protein-coupled NN O
receptor NN O
of IN O
the DT O
melanocyte NN O
's POS O
plasma NN O
membrane NN O
, , O
is VBZ O
a DT O
major JJ O
determinant NN O
of IN O
skin NN O
pigmentation NN O
and CC O
phototype NN O
. . O

Upon IN O
activation NN O
by IN O
b'\xce\xb1-melanocyte' NN O
stimulating VBG O
hormone NN O
, , O
MC1R NNP O
triggers VBZ O
the DT O
cAMP NN O
cascade NN O
to TO O
stimulate VB O
eumelanogenesis NN O
. . O

We PRP O
used VBD O
whole-exome JJ O
sequencing NN O
to TO O
identify VB O
causative JJ O
alleles NNS O
in IN O
Pakistani JJ O
families NNS O
with IN O
skin NN O
and CC O
hair NN O
hypopigmentation NN O
. . O

Six CD O
MC1R NN O
mutations NNS O
segregated VBD O
with IN O
the DT O
phenotype NN O
in IN O
seven CD O
families NNS O
, , O
including VBG O
a DT O
p NN O
. . O

Val174del IN O
in-frame IN O
deletion NN O
and CC O
a DT O
p NN O
. . O

Tyr298 JJ O
* NFP O
nonsense NN O
mutation NN O
, , O
that WDT O
were VBD O
analyzed VBN O
for IN O
function NN O
in IN O
heterologous JJ O
HEK293 NNP O
cells NNS O
. . O

p LS B-Var
. . O

Tyr298 JJ O
* NFP O
MC1R NN B-Gene
showed VBD O
no DT B-NegReg
agonist-induced NN B-MPA
signaling NN I-MPA
to IN O
the DT O
cAMP NN B-Pathway
or CC O
ERK NNP B-Pathway
pathways NNS I-Pathway
, , O
nor CC B-NegReg
detectable JJ O
agonist JJ B-Interaction
binding JJ I-Interaction
. . O

Conversely RB O
, , O
signaling NN O
was VBD O
comparable JJ O
for IN O
p NN B-Var
. . O

Val174del NN O
and CC O
wild-type JJ O
in IN O
HEK NNP O
cells NNS O
overexpressing VBG O
the DT O
proteins NNS O
, , O
but CC O
binding VBG O
analysis NN O
suggested VBD O
impaired JJ B-NegReg
cell NN B-MPA
surface NN I-MPA
expression NN I-MPA
. . O

Flow JJ O
cytometry NN O
and CC O
confocal JJ O
imaging JJ O
studies NNS O
revealed VBD O
reduced JJ B-NegReg
plasma NN B-MPA
membrane JJ I-MPA
expression NN I-MPA
of IN O
p NN B-Var
. . O

Val174del NN O
and CC O
p NN B-Var
. . O

Tyr298*. NN O
Therefore RB O
, , O
p UH B-Var
. . O

Tyr298 JJ O
* NFP O
was VBD O
a DT O
total JJ O
loss-of-function NN B-NegReg
( -LRB- O
LOF NNP O
) -RRB- O
allele NN O
, , O
while IN O
p XX B-Var
. . O

Val174del NNP O
displayed VBD O
a DT O
partial JJ B-NegReg
LOF NNP I-NegReg
