Loss-of-function NN O
and CC O
gain-of-function NN O
mutations NNS O
in IN O
PPP3CA NNP O
cause VBP O
two CD O
distinct JJ O
disorders NNS O
. . O

Calcineurin NNP O
is VBZ O
a DT O
calcium NN O
( -LRB- O
Ca2+)/calmodulin-regulated NNP O
protein NN O
phosphatase NN O
that WDT O
mediates VBZ O
Ca2 NN O
+ SYM O
-dependent : O
signal NN O
transduction NN O
. . O

Here RB O
, , O
we PRP O
report VBP O
six CD O
heterozygous JJ O
mutations NNS O
in IN O
a DT O
gene NN O
encoding VBG O
the DT O
alpha NN O
isoform NN O
of IN O
the DT O
calcineurin NN O
catalytic JJ O
subunit NN O
( -LRB- O
PPP3CA NNP O
) -RRB- O
. . O

Notably RB O
, , O
mutations NNS O
were VBD O
observed VBN O
in IN O
different JJ O
functional JJ O
domains NNS O
: : O
in IN O
addition NN O
to IN O
three CD O
catalytic JJ O
domain NN O
mutations NNS O
, , O
two CD O
missense NN O
mutations NNS O
were VBD O
found VBN O
in IN O
the DT O
auto-inhibitory NN O
( -LRB- O
AI NNP O
) -RRB- O
domain NN O
. . O

One CD O
additional JJ O
frameshift NN O
insertion NN O
that WDT O
caused VBD O
premature JJ O
termination NN O
was VBD O
also RB O
identified VBN O
. . O

Detailed JJ O
clinical JJ O
evaluation NN O
of IN O
the DT O
six CD O
individuals NNS O
revealed VBD O
clinically RB O
unexpected JJ O
consequences NNS O
of IN O
the DT O
PPP3CA NNP B-Gene
mutations NNS O
. . O

First RB O
, , O
the DT O
catalytic JJ B-Var
domain NN I-Var
mutations NNS I-Var
and CC O
frameshift NN B-Var
mutation NN I-Var
were VBD O
consistently RB O
found VBN B-Reg
in IN O
patients NNS O
with IN O
nonsyndromic JJ B-Disease
early JJ I-Disease
onset JJ I-Disease
epileptic NN I-Disease
encephalopathy NN I-Disease
. . O

In IN O
contrast NN O
, , O
the DT O
AI NNP B-Var
domain NN I-Var
mutations NNS I-Var
were VBD O
associated VBN B-Reg
with IN O
multiple JJ B-Disease
congenital JJ I-Disease
abnormalities NNS I-Disease
including VBG O
craniofacial JJ B-Disease
dysmorphism NN I-Disease
, , O
arthrogryposis NN B-Disease
and CC O
short JJ B-Disease
stature NN I-Disease
. . O

In IN O
addition NN O
, , O
one CD O
individual NN O
showed VBD O
severe JJ O
skeletal JJ O
developmental JJ O
defects NNS O
, , O
namely RB O
, , O
severe JJ O
craniosynostosis NN O
and CC O
gracile VB O
bones NNS O
( -LRB- O
severe JJ O
bone NN O
slenderness NN O
and CC O
perinatal JJ O
fractures NNS O
) -RRB- O
. . O

Using VBG O
a DT O
yeast NN O
model NN O
system NN O
, , O
we PRP O
showed VBD O
that IN O
the DT O
catalytic JJ O
and CC O
AI NNP B-Var
domain NN I-Var
mutations NNS I-Var
visibly RB O
result VBP O
in IN O
decreased VBD O
and CC O
increased VBN B-PosReg
calcineurin NN B-MPA
signaling NN I-MPA
, , O
respectively RB O
. . O

These DT O
findings NNS O
indicate VBP O
that IN O
different JJ O
functional JJ O
effects NNS O
of IN O
PPP3CA NN B-Gene
