Human NNP O
b'I\xce\xbaB\xce\xb1' NNP O
Gain NNP O
of IN O
Function NN O
: : O
a DT O
Severe NNP O
and CC O
Syndromic NNP O
Immunodeficiency NNP O
. . O

Germline NNP O
heterozygous JJ O
gain-of-function NN B-PosReg
( -LRB- O
GOF NN O
) -RRB- O
mutations NNS B-Var
of IN O
NFKBIA NNP B-Gene
, , O
encoding VBG O
b'I\xce\xbaB\xce\xb1' NNP O
, , O
cause VB O
an DT O
autosomal NN O
dominant JJ O
( -LRB- O
AD NN O
) -RRB- O
form NN O
of IN O
anhidrotic JJ B-Disease
ectodermal JJ I-Disease
dysplasia NN I-Disease
with IN I-Disease
immunodeficiency NN I-Disease
( -LRB- O
EDA-ID NNP O
) -RRB- O
. . O

Fourteen CD O
unrelated JJ O
patients NNS O
have VBP O
been VBN O
reported VBN O
since IN O
the DT O
identification NN O
of IN O
the DT O
first JJ O
case NN O
in IN O
2003 CD O
. . O

All DT O
mutations NNS B-Var
enhanced VBD B-PosReg
the DT O
inhibitory JJ B-MPA
activity NN I-MPA
of IN O
b'I\xce\xbaB\xce\xb1' NNP B-Protein
, , O
by IN O
preventing VBG B-NegReg
its PRP$ O
phosphorylation NN B-MPA
on IN I-MPA
serine NN I-MPA
32 CD I-MPA
or CC I-MPA
36 CD I-MPA
and CC O
its PRP$ O
subsequent JJ O
degradation NN B-MPA
