Allelic NNP O
Complexity NNP O
in IN O
Long NNP O
QT NNP O
Syndrome NN O
: : O
A DT O
Family-Case NNP O
Study NNP O
. . O

Congenital JJ O
long JJ B-Disease
QT NNP I-Disease
syndrome NN I-Disease
( -LRB- O
LQTS NNP O
) -RRB- O
is VBZ O
associated VBN O
with IN O
high JJ O
genetic JJ O
and CC O
allelic JJ O
heterogeneity NN O
. . O

In IN O
some DT O
cases NNS O
, , O
more JJR O
than IN O
one CD O
genetic JJ O
variant NN O
is VBZ O
identified VBN O
in IN O
the DT O
same JJ O
( -LRB- O
compound NN O
heterozygosity NN O
) -RRB- O
or CC O
different JJ O
( -LRB- O
digenic JJ O
heterozygosity NN O
) -RRB- O
genes NNS O
, , O
and CC O
subjects NNS O
with IN O
multiple JJ O
pathogenic JJ O
mutations NNS O
may MD O
have VB O
a DT O
more RBR O
severe JJ O
disease NN O
. . O

Standard-of-care JJ O
clinical JJ O
genetic JJ O
testing NN O
for IN O
this DT O
and CC O
other JJ O
arrhythmia NN O
susceptibility NN O
syndromes NNS O
improves VBZ O
the DT O
identification NN O
of IN O
complex JJ O
genotypes NNS O
. . O

Therefore RB O
, , O
it PRP O
is VBZ O
important JJ O
to TO O
distinguish VB O
between IN O
pathogenic JJ O
mutations NNS O
and CC O
benign JJ O
rare JJ O
variants NNS O
. . O

We PRP O
identified VBD O
four CD O
genetic JJ O
variants NNS O
( -LRB- O
KCNQ1-p NNP O
. . O

R583H NNP O
, , O
KCNH2-p NNP O
. . O

C108Y NN O
, , O
KCNH2-p NNP O
. . O

K897 NN O
T NNP O
, , O
and CC O
KCNE1-p NNP O
. . O

G38S NNP O
) -RRB- O
in IN O
an DT O
LQTS NNP O
family NN O
. . O

On IN O
the DT O
basis NN O
of IN O
in IN O
silico NN O
analysis NN O
, , O
clinical JJ O
data NNS O
from IN O
our PRP$ O
family NN O
, , O
and CC O
the DT O
evidence NN O
from IN O
previous JJ O
studies NNS O
, , O
we PRP O
analyzed VBD O
two CD O
mutated VBN O
channels NNS O
, , O
KCNQ1-p NNP O
. . O

R583H NNP O
and CC O
KCNH2-p NNP O
. . O

C108Y NN O
, , O
using VBG O
the DT O
whole-cell JJ O
patch NN O
clamp NN O
technique NN O
. . O

We PRP O
found VBD O
that IN O
KCNQ1-p NNP O
. . O

R583H NNP O
was VBD O
not RB O
associated VBN O
with IN O
a DT O
severe JJ O
functional JJ O
impairment NN O
, , O
whereas IN O
KCNH2-p NNP B-Gene
. . O

C108Y NN O
, , O
a DT O
novel JJ O
variant NN O
, , O
encoded VBD O
a DT O
non-functional AFX O
channel NN O
that WDT O
exerts NNS O
dominant-negative JJ O
effects NNS O
on IN O
the DT O
wild-type JJ O
. . O

Notably RB O
, , O
the DT O
common JJ O
variants NNS O
KCNH2-p NNP O
. . O

K897 NN O
T NNP O
and CC O
KCNE1-p NNP O
. . O

G38S NNP O
were VBD O
previously RB O
reported VBN O
to TO O
produce VB O
more RBR O
severe JJ O
phenotypes NNS O
when WRB O
combined VBN O
with IN O
disease-causing NN O
alleles NNS O
. . O

Our PRP$ O
results NNS O
indicate VBP O
that IN O
the DT O
novel JJ O
KCNH2-C108Y NN O
variant NN O
can MD O
be VB O
a DT O
pathogenic JJ O
LQTS NNP O
mutation NN O
, , O
whereas IN O
KCNQ1-p NNP O
. . O

R583H NNP O
, , O
KCNH2-p NNP O
. . O

K897 NN O
T NNP O
, , O
and CC O
KCNE1-p NNP O
. . O

G38S NNP O
could MD O
be VB O
LQTS NNP O
modifiers NNS O
. . O

