Loss NNP O
of IN O
Function NNP O
of IN O
the DT O
Nuclear NNP O
Receptor NNP O
NR2F2 NNP O
, , O
Encoding VBG O
COUP-TF2 NN O
, , O
Causes NNP O
Testis NNP O
Development NNP O
and CC O
Cardiac NNP O
Defects NNPS O
in IN O
46,XX CD O
Children NNP O
. . O

Emerging NNP O
evidence NN O
from IN O
murine NN O
studies NNS O
suggests VBZ O
that IN O
mammalian JJ O
sex NN O
determination NN O
is VBZ O
the DT O
outcome NN O
of IN O
an DT O
imbalance NN O
between IN O
mutually RB O
antagonistic JJ O
male NN O
and CC O
female JJ O
regulatory JJ O
networks NNS O
that WDT O
canalize VBP O
development NN O
down RB O
one CD O
pathway NN O
while IN O
actively RB O
repressing VBG O
the DT O
other JJ O
. . O

However RB O
, , O
in IN O
contrast NN O
to IN O
testis NN O
formation NN O
, , O
the DT O
gene NN O
regulatory JJ O
pathways NNS O
governing VBG O
mammalian JJ O
ovary JJ O
development NN O
have VBP O
remained VBN O
elusive JJ O
. . O

We PRP O
performed VBD O
exome RB O
or CC O
Sanger NNP O
sequencing NN O
on IN O
79 CD O
46,XX CD O
SRY-negative NNP O
individuals NNS O
with IN O
either DT O
unexplained JJ O
virilization NN O
or CC O
with IN O
testicular JJ O
/ SYM O
ovotesticular NN O
disorders NNS O
/ SYM O
differences NNS O
of IN O
sex NN O
development NN O
( -LRB- O
TDSD NNP O
/ SYM O
OTDSD NNP O
) -RRB- O
. . O

We PRP O
identified VBD O
heterozygous JJ O
frameshift NN O
mutations NNS O
in IN O
NR2F2 NNP B-Gene
, , O
encoding VBG O
COUP-TF2 NN O
, , O
in IN O
three CD O
children NNS O
. . O

One CD O
carried VBD O
a DT O
c.103_109delGGCGCCC NN O
( -LRB- O
p NN B-Var
. . O

b'Gly35Argfs\xe2\x88\x9775' NNP O
) -RRB- O
mutation NN O
, , O
while IN O
two CD O
others NNS O
carried VBD O
a DT O
c.97_103delCCGCCCG NN O
( -LRB- O
p NN B-Var
. . O

b'Pro33Alafs\xe2\x88\x9777' NN O
) -RRB- O
mutation NN O
. . O

In IN O
two CD O
of IN O
three CD O
children NNS O
the DT O
mutation NN O
was VBD O
de FW O
novo NN O
. . O

All DT O
three CD O
children NNS O
presented VBN B-Reg
with IN I-Reg
congenital JJ B-Disease
heart NN I-Disease
disease NN I-Disease
( -LRB- O
CHD NN O
) -RRB- O
, , O
one CD O
child NN O
with IN O
congenital JJ O
diaphragmatic JJ O
hernia NN O
( -LRB- O
CDH NNP O
) -RRB- O
, , O
and CC O
two CD O
children NNS O
with IN O
blepharophimosis-ptosis-epicanthus NN O
inversus NN O
syndrome NN O
( -LRB- O
BPES NNP O
) -RRB- O
. . O

The DT O
three CD O
children NNS O
had VBD O
androgen JJ O
production NN O
, , O
virilization NN O
of IN O
external JJ O
genitalia NNS O
, , O
and CC O
biochemical JJ O
or CC O
histological JJ O
evidence NN O
of IN O
testicular JJ O
tissue NN O
. . O

We PRP O
demonstrate VBP O
a DT O
highly RB O
significant JJ O
association NN O
between IN O
the DT O
NR2F2 NNP B-Gene
loss-of-function NN B-NegReg
mutations NNS B-Var
and CC O
this DT O
syndromic JJ B-Disease
form NN I-Disease
of IN I-Disease
DSD NNP I-Disease
