A DT O
novel NN O
NR2F2 VB B-Gene
loss-of-function NN B-NegReg
mutation NN B-Var
predisposes VBZ O
to TO O
congenital JJ B-Disease
heart NN I-Disease
defect NN I-Disease
. . O

Congenital JJ O
heart NN O
defect NN O
( -LRB- O
CHD NN O
) -RRB- O
is VBZ O
the DT O
most RBS O
common JJ O
type NN O
of IN O
birth NN O
defect NN O
in IN O
humans NNS O
and CC O
a DT O
leading JJ O
cause NN O
of IN O
infant NN O
morbidity NN O
and CC O
mortality NN O
. . O

Previous JJ O
studies NNS O
have VBP O
demonstrated VBN O
that IN O
genetic JJ O
defects NNS O
play VBP O
a DT O
pivotal JJ O
role NN O
in IN O
the DT O
pathogenesis NN O
of IN O
CHD NNP O
. . O

However RB O
, , O
the DT O
genetic JJ O
basis NN O
of IN O
CHD NNP O
remains VBZ O
poorly RB O
understood VBN O
due JJ O
to IN O
substantial JJ O
genetic JJ O
heterogeneity NN O
. . O

In IN O
this DT O
study NN O
, , O
the DT O
coding VBG O
exons NNS O
and CC O
splicing NN O
boundaries NNS O
of IN O
the DT O
NR2F2 NNP O
gene NN O
, , O
which WDT O
encodes VBZ O
a DT O
pleiotropic JJ O
transcription NN O
factor NN O
required VBN O
for IN O
normal JJ O
cardiovascular JJ O
development NN O
, , O
were VBD O
sequenced VBN O
in IN O
168 CD O
unrelated JJ O
patients NNS O
with IN O
CHD NNP O
, , O
and CC O
a DT O
novel JJ O
mutation NN O
( -LRB- O
c.247 NNP O
G NN O
b'\xc2\xa0'  O
> XX O
b'\xc2\xa0'  O
T NNP O
, , O
equivalent JJ O
to IN O
p NN O
. . O

G83X NNP O
) -RRB- O
was VBD O
detected VBN O
in IN O
a DT O
patient NN O
with IN O
double JJ O
outlet NN O
right JJ O
ventricle NN O
as RB O
well RB O
as IN O
ventricular JJ O
septal JJ O
defect NN O
. . O

Genetic JJ O
scanning NN O
of IN O
the DT O
mutation NN O
carrier NN O
's POS O
relatives NNS O
available JJ O
showed VBD O
that IN O
the DT O
mutation NN O
was VBD O
present JJ O
in IN O
all DT O
affected JJ O
family NN O
members NNS O
but CC O
absent JJ O
in IN O
unaffected JJ O
family NN O
members NNS O
. . O

Analysis NN O
of IN O
the DT O
index NN O
patient NN O
's POS O
pedigree NN O
displayed VBD O
that IN O
the DT O
mutation NN O
co-segregated NN O
with IN O
CHD NNP O
, , O
which WDT O
was VBD O
transmitted VBN O
as IN O
an DT O
autosomal NN O
dominant JJ O
trait NN O
with IN O
complete JJ O
penetrance NN O
. . O

The DT O
nonsense NN O
mutation NN O
was VBD O
absent JJ O
in IN O
230 CD O
unrelated JJ O
, , O
ethnically-matched RB O
healthy JJ O
individuals NNS O
used VBN O
as IN O
controls NNS O
. . O

Functional JJ O
deciphers NNS O
by IN O
using VBG O
a DT O
dual-luciferase JJ O
reporter NN O
assay JJ O
system NN O
revealed VBD O
that IN O
the DT O
mutant JJ B-Var
NR2F2 NNP B-Gene
protein NN O
had VBD O
no DT B-NegReg
transcriptional JJ B-MPA
activity NN I-MPA
as IN O
compared VBN O
with IN O
its PRP$ O
wild-type JJ O
counterpart NN O
. . O

Furthermore RB O
, , O
the DT O
mutation NN B-Var
abrogated VBD B-NegReg
the DT O
synergistic JJ B-MPA
transcriptional JJ I-MPA
activation NN I-MPA
between IN O
NR2F2 NNP B-Gene
and CC O
GATA4 NNP B-Gene
