Effect NN B-Reg
of IN O
Mutant NNP B-Var
p53 VBP B-Gene
Proteins NNS B-Protein
on IN O
Glycolysis NNP B-MPA
and CC O
Mitochondrial NNP B-MPA
Metabolism NNP I-MPA
. . O

TP53 NNP O
is VBZ O
one CD O
of IN O
the DT O
most RBS O
commonly RB O
mutated VBN O
genes NNS O
in IN O
human JJ O
cancers NNS O
. . O

Unlike IN O
other JJ O
tumor NN O
suppressors NNS O
that WDT O
are VBP O
frequently RB O
deleted VBN O
or CC O
acquire VB O
loss-of-function NN O
mutations NNS O
, , O
the DT O
majority NN O
of IN O
TP53 NNP B-Gene
mutations NNS B-Var
in IN O
tumors NNS O
are VBP O
missense NN B-Var
substitutions NNS I-Var
, , O
which WDT O
lead VBP O
to IN O
the DT O
expression NN B-MPA
of IN O
full-length JJ O
mutant JJ B-Var
proteins NNS B-Protein
that WDT O
accumulate VBP B-PosReg
in IN O
cancer NN O
cells NNS O
and CC O
may MD O
confer VB O
unique JJ O
gain-of-function NN B-PosReg
( -LRB- O
GOF NN O
) -RRB- O
activities NNS B-MPA
to TO O
promote VB B-PosReg
tumorigenic JJ B-CPA
events NNS I-CPA
. . O

Recently RB O
, , O
mutant JJ B-Var
p53 NN B-Gene
proteins NNS B-Protein
have VBP O
been VBN O
shown VBN O
to TO O
mediate VB O
metabolic JJ B-CPA
changes NNS I-CPA
as IN O
a DT O
novel JJ O
GOF NN B-PosReg
to TO O
promote VB B-PosReg
tumor NN B-CPA
development NN I-CPA
