ARHGAP29 NNP O
Mutation NNP O
Is VBZ O
Associated VBN O
with IN O
Abnormal NNP O
Oral NNP O
Epithelial NNP O
Adhesions NNPS O
. . O

Nonsyndromic NNP O
cleft NN O
lip NN O
and/or CC O
palate NN O
( -LRB- O
NSCL NNP O
/ SYM O
P NN O
) -RRB- O
is VBZ O
a DT O
prevalent JJ O
birth NN O
defect NN O
of IN O
complex JJ O
etiology NN O
. . O

Previous JJ O
studies NNS O
identified VBD O
mutations NNS B-Var
in IN O
ARHGAP29 NNP B-Gene
associated VBN B-Reg
with IN O
an DT O
increased VBN O
risk NN O
for IN O
NSCL NNP B-Disease
/ SYM O
P. NNP O
To TO O
investigate VB O
the DT O
effects NNS O
of IN O
ARHGAP29 NNP O
in IN O
vivo NN O
, , O
we PRP O
generated VBD O
a DT O
novel JJ O
murine NN O
allele NN O
by IN O
inserting VBG O
a DT O
point NN O
mutation NN O
identified VBN O
in IN O
a DT O
patient NN O
with IN O
NSCL NNP O
/ SYM O
P. NNP O
This DT O
single-nucleotide JJ B-Var
variation NN I-Var
of IN O
ARHGAP29 JJ B-Gene
translates NNS O
to IN O
an DT O
early JJ O
nonsense NN O
mutation NN O
( -LRB- O
K326X NN B-Var
) -RRB- O
, , O
presumably RB O
resulting VBG O
in IN O
loss-of-function NN B-NegReg
( -LRB- O
LoF NNP O
) -RRB- O
. . O

Embryos NNS O
from IN O
Arhgap29(K326X/+ NNPS O
) -RRB- O
intercrosses NNS O
were VBD O
harvested VBN O
at IN O
various JJ O
time NN O
points NNS O
. . O

No DT O
homozygous JJ O
Arhgap29(K326X NN O
) -RRB- O
animals NNS O
were VBD O
found VBN O
in IN O
the DT O
45 CD O
analyzed VBN O
litters NNS O
, , O
assessed VBN O
as RB O
early RB O
as IN O
embryonic JJ O
day NN O
8.5 CD O
( -LRB- O
e8.5 RB O
) -RRB- O
. . O

Coronal JJ O
sectioning NN O
of IN O
e13.5 NN O
and CC O
e14.5 VBZ O
heads NNS O
revealed VBD O
that IN O
59 CD O
% NN O
of IN O
Arhgap29(K326X/+ NNPS O
) -RRB- O
mice NNS O
( -LRB- O
n CC O
= SYM O
37 CD O
) -RRB- O
exhibited VBN O
improper JJ O
epithelial JJ O
contact NN O
between IN O
developing VBG O
oral JJ O
structures NNS O
, , O
while IN O
none NN O
were VBD O
observed VBN O
in IN O
wild JJ O
types NNS O
( -LRB- O
n CC O
= SYM O
10 CD O
) -RRB- O
. . O

In IN O
addition NN O
, , O
Arhgap29(K326X/+ NNPS O
) -RRB- O
embryos NNS O
exhibited VBD O
a DT O
significantly RB O
higher JJR O
percentage NN O
of IN O
maxillary JJ O
epithelium NN O
in IN O
contact NN O
with IN O
mandibular JJ O
epithelium NN O
. . O

Immunofluorescent JJ O
analyses NNS O
of IN O
the DT O
periderm NN O
and CC O
oral JJ O
adhesions NNS O
revealed VBD O
the DT O
presence NN O
of IN O
Arhgap29 NNP O
in IN O
periderm NN O
cells NNS O
. . O

These DT O
cells NNS O
were VBD O
p63 VBN O
negative JJ O
, , O
keratin NNP O
17 CD O
positive JJ O
, , O
and CC O
keratin VB O
6 CD O
positive JJ O
and CC O
present JJ O
at IN O
sites NNS O
of IN O
adhesion NN O
, , O
although IN O
occasionally RB O
disorganized JJ O
. . O

Oral JJ O
adhesions NNS O
did VBD O
not RB O
appear VB O
to TO O
impair VB O
palatogenesis NN O
, , O
as IN O
all DT O
analyzed VBN O
Arhgap29(K326X/+ NNPS O
) -RRB- O
embryos NNS O
showed VBD O
confluent JJ O
palatal JJ O
mesenchyme NNS O
and CC O
epithelium NN O
at IN O
e18.5 NN O
( -LRB- O
n CC O
= SYM O
16 CD O
) -RRB- O
, , O
and CC O
no DT O
mice NNS O
were VBD O
found VBN O
with IN O
a DT O
cleft NN O
at IN O
birth NN O
. . O

Collectively RB O
, , O
our PRP$ O
data NNS O
demonstrate VBP O
that IN O
ARHGAP29 NNP O
is VBZ O
required VBN O
for IN O
embryonic JJ O
survival NN O
and CC O
that IN O
heterozygosity NN O
for IN O
LoF NN B-NegReg
variants NNS B-Var
of IN O
Arhgap29 NNP B-Gene
increases VBZ B-PosReg
the DT O
incidence NN B-CPA
and CC I-CPA
length NN I-CPA
of IN I-CPA
oral JJ I-CPA
adhesions NNS I-CPA
at IN I-CPA
a DT I-CPA
critical JJ I-CPA
time NN I-CPA
point NN I-CPA
during IN I-CPA
orofacial JJ I-CPA
development NN I-CPA
. . O

In IN O
conclusion NN O
, , O
we PRP O
validate VBP O
the DT O
LoF NNP B-NegReg
nature NN O
of IN O
the DT O
human JJ O
K326X NN B-Var
mutation NN I-Var
in IN O
vivo NN O
and CC O
reveal VB O
a DT O
previously RB O
unknown JJ O
effect NN O
of IN O
Arhgap29 NNP B-Gene
in IN O
murine NN O
craniofacial NN B-CPA
development NN I-CPA
