Genetic NNP O
Suppression NNP O
of IN O
Basement NNP O
Membrane NNP O
Defects NNP O
in IN O
Caenorhabditis NNP O
elegans VBZ O
by IN O
Gain NN O
of IN O
Function NNP O
in IN O
Extracellular NNP O
Matrix NNP O
and CC O
Cell-Matrix NNP O
Attachment NNP O
Genes NNPS O
. . O

Basement NNP O
membranes NNS O
are VBP O
extracellular JJ O
matrices NNS O
essential JJ O
for IN O
embryonic JJ O
development NN O
in IN O
animals NNS O
. . O

Peroxidasins NNS O
are VBP O
extracellular JJ O
peroxidases NNS O
implicated VBN O
in IN O
the DT O
unique JJ O
sulfilimine JJ O
cross-links NN O
between IN O
type NN O
IV NNP O
basement NN O
membrane NN O
collagens NNS O
. . O

Loss NN B-NegReg
of IN I-NegReg
function NN I-NegReg
in IN O
the DT O
Caenorhabditis NNP B-Enzyme
elegans NNS I-Enzyme
peroxidasin VBP I-Enzyme
PXN-2 NN I-Enzyme
results NNS O
in IN O
fully RB B-CPA
penetrant JJ I-CPA
embryonic JJ I-CPA
or CC O
larval NN B-CPA
lethality NN I-CPA
. . O

Using VBG O
genetic JJ O
suppressor NN O
screening NN O
, , O
we PRP O
find VBP O
that IN O
the DT O
requirement NN O
for IN O
PXN-2 NNP O
in IN O
development NN O
can MD O
be VB O
bypassed VBN O
by IN O
gain NN O
of IN O
function NN O
in IN O
multiple JJ O
genes NNS O
encoding VBG O
other JJ O
basement NN O
membrane JJ O
components NNS O
, , O
or CC O
proteins NNS O
implicated VBN O
in IN O
cell-matrix NN O
attachment NN O
. . O

We PRP O
identify VBP O
multiple JJ O
alleles NNS O
of IN O
let-805 NN O
, , O
encoding VBG O
the DT O
transmembrane NN O
protein NN O
myotactin NN O
, , O
which WDT O
suppress JJ O
phenotypes NNS O
of IN O
pxn-2 JJ O
null JJ O
mutants NNS O
and CC O
of IN O
other JJ O
basement NN O
membrane JJ O
mutants NNS O
such JJ O
as IN O
F-spondin NNP O
/ , O
spon-1 VBP O
These DT O
let-805 NN B-Gene
suppressor NN O
alleles NNS O
cause VBP O
missense NN B-Var
alterations NNS I-Var
in IN O
two CD O
pairs NNS O
of IN O
FNIII NN O
repeats NNS O
in IN O
the DT O
extracellular JJ O
domain NN O
; : O
they PRP O
act VBP O
dominantly RB O
and CC O
have VBP O
no DT O
detectable JJ O
phenotypes NNS O
alone RB O
, , O
suggesting VBG O
they PRP O
cause VBP O
gain NN B-PosReg
of IN I-PosReg
function NN I-PosReg
